"Город","salary","Должность","exp","Язык.программирования"
"2009","Киев",1100,"Junior Software Engineer",0.75,"C++"
"2010","Львов",3200,"Senior Software Engineer",8,"Java"
"2011","Харьков",2700,"Project manager",2.5,""
"2012","Киев",2000,"Software Engineer",1.5,"Java"
"2013","Днепр.",2000,"Project manager",2,""
"2014","Одесса",3000,"Senior Software Engineer",6.5,"C#/.NET"
"2015","Киев",1500,"QA engineer",0.25,""
"2016","Днепр.",700,"Junior Software Engineer",1,"PHP"
"2017","Днепр.",1500,"Software Engineer",2.5,"C#/.NET"
"2018","Киев",1500,"Software Engineer",3,"C#/.NET"
"2019","Киев",1300,"Software Engineer",2.5,"PHP"
"2020","Львов",2500,"Senior Software Engineer",8,"C#/.NET"
"2021","Запорожье",500,"Junior Software Engineer",0.25,"Java"
"2022","Львов",1800,"Software Engineer",5,"C#/.NET"
"2023","Днепр.",1750,"Software Engineer",8,"C++"
"2024","Харьков",700,"Junior Software Engineer",1,"C++"
"2025","Киев",4500,"Team lead",10,""
"2026","Львов",1350,"Software Engineer",4,"C#/.NET"
"2027","Харьков",800,"Software Engineer",5,"Delphi"
"2028","Харьков",1350,"QA engineer",5,""
"2029","Киев",1500,"Team lead",3.5,""
"2030","Киев",1000,"Бизнес-аналитик",0.5,""
"2031","Житомир",600,"Software Engineer",9.5,"Other"
"2032","Днепр.",2200,"Senior Software Engineer",6,"C#/.NET"
"2033","Киев",2800,"Senior Software Engineer",8,"C#/.NET"
"2034","Киев",2200,"Software Engineer",8,"C#/.NET"
"2035","Харьков",1700,"Software Engineer",3,"PHP"
"2036","Киев",2700,"Бизнес-аналитик",3,""
"2037","Киев",3500,"Senior Software Engineer",10,"C#/.NET"
"2038","Львов",2300,"Senior Software Engineer",5,"C#/.NET"
"2039","Киев",500,"Системный администратор",7,""
"2040","Киев",3000,"Бизнес-аналитик",10,""
"2041","Харьков",800,"Software Engineer",0.5,"C#/.NET"
"2042","Киев",2800,"Team lead",7.5,""
"2043","Харьков",1300,"Senior Software Engineer",3.5,"C++"
"2044","Харьков",2200,"Software Engineer",2,"PHP"
"2045","Киев",2000,"Software Engineer",5,"C#/.NET"
"2046","Киев",750,"QA engineer",2,""
"2047","Симферополь",1800,"Senior Software Engineer",6,"Java"
"2048","Харьков",800,"QA engineer",1.25,""
"2049","Харьков",3800,"Technical Lead",5,"Java"
"2050","Киев",3500,"Technical Lead",6,"C++"
"2051","Днепр.",2200,"Senior Software Engineer",5.5,"PHP"
"2052","Киев",2500,"System Architect",5,"Python"
"2053","Киев",1000,"Junior Software Engineer",0.5,"Java"
"2054","Львов",1500,"Software Engineer",6,"PHP"
"2055","Киев",2000,"Senior Software Engineer",7,"PHP"
"2056","Днепр.",1200,"Junior Software Engineer",0.75,"Java"
"2057","Киев",562.5,"Junior Software Engineer",0.5,"PHP"
"2058","Хмельницкий",2000,"Senior Software Engineer",5,"Java"
"2059","Львов",800,"Software Engineer",2,"Java"
"2060","Киев",900,"Junior QA engineer",0.75,""
"2061","Львов",2200,"Software Engineer",8,"Perl"
"2062","Киев",2250,"Senior Software Engineer",7,"C#/.NET"
"2063","Донецк",1000,"Senior Software Engineer",3.5,"PHP"
"2064","Киев",600,"Junior Software Engineer",0.75,"Java"
"2065","Киев",900,"Junior Software Engineer",0.75,"C++"
"2066","Киев",1200,"Software Engineer",3,"Other"
"2067","Харьков",3500,"Верстальщик",3,""
"2068","Харьков",2000,"Senior Software Engineer",9,"C#/.NET"
"2069","Киев",3750,"Senior Project Manager / Program Manager",10,""
"2070","Харьков",1400,"Software Engineer",5.5,"PHP"
"2071","Харьков",600,"QA engineer",2.5,""
"2072","Днепр.",1000,"Software Engineer",0.5,"Java"
"2073","Киев",1500,"Software Engineer",0,"JavaScript"
"2074","Киев",2500,"Software Engineer",8,"Other"
"2075","Львов",700,"Дизайнер",2,""
"2076","Ивано-Франковск",2000,"Technical Lead",10,"Java"
"2077","Киев",550,"Junior QA engineer",0.25,""
"2078","Киев",1000,"Software Engineer",1.5,"PHP"
"2079","Киев",2500,"Software Engineer",1.25,"Java"
"2080","Львов",3000,"Project manager",3,""
"2081","Киев",1200,"QA engineer",1.5,""
"2082","Хмельницкий",1600,"Software Engineer",4.5,"C#/.NET"
"2083","Киев",575,"Системный администратор",5,""
"2084","Днепр.",2500,"Software Engineer",1.75,"Java"
"2085","Киев",3000,"Team lead",10,""
"2087","Киев",1500,"QA engineer",3,""
"2088","Киев",1900,"Software Engineer",2.5,"Python"
"2089","Львов",2500,"Team lead",3.5,""
"2090","Киев",3300,"Senior Software Engineer",8,"C#/.NET"
"2091","Днепр.",500,"Junior Software Engineer",0,"C#/.NET"
"2092","Киев",2500,"Senior Software Engineer",10,"APL"
"2093","Киев",2000,"Software Engineer",9,"C#/.NET"
"2094","Одесса",2200,"Senior Software Engineer",5,"C++"
"2095","Киев",6500,"Senior Software Engineer",10,"C++"
"2096","Киев",2100,"Senior QA engineer",7,""
"2097","Киев",1900,"Senior Software Engineer",5,"Other"
"2098","Хмельницкий",600,"Junior Software Engineer",0.25,"C#/.NET"
"2099","Киев",2625,"Senior Software Engineer",6.5,"C#/.NET"
"2100","Киев",1500,"Software Engineer",2,"Objective-C"
"2101","Харьков",800,"Support",5,""
"2102","Киев",3100,"Technical Lead",7.5,"C++"
"2103","Львов",5000,"Director of Engineering / Program Director",10,""
"2104","Севастополь",5000,"Senior Software Engineer",2.5,"Ruby/Rails"
"2105","Харьков",800,"QA engineer",3,""
"2106","Киев",700,"Junior QA engineer",0,""
"2107","Харьков",1200,"Software Engineer",3.5,"PHP"
"2108","Тернополь",1200,"Software Engineer",10,"C++"
"2109","Черкассы",2000,"Software Engineer",5,"Java"
"2110","Харьков",3000,"Senior Software Engineer",7,"Objective-C"
"2111","Донецк",500,"Junior Software Engineer",0.75,"JavaScript"
"2112","Львов",1300,"Software Engineer",2,"Delphi"
"2113","Львов",1200,"QA engineer",2.5,""
"2114","Харьков",450,"Системный администратор",5,""
"2115","Харьков",1800,"Senior QA engineer",10,""
"2116","Харьков",450,"Junior Software Engineer",1,"PHP"
"2117","Киев",3500,"Team lead",4,""
"2118","Харьков",1200,"Software Engineer",2.5,"C#/.NET"
"2119","Киев",2700,"Software Engineer",7,"C++"
"2120","Харьков",350,"Junior Software Engineer",1,"PHP"
"2121","Одесса",1600,"QA engineer",3.5,""
"2122","Киев",937.5,"Системный администратор",4.5,""
"2123","Днепр.",2500,"Senior Software Engineer",4.5,"JavaScript"
"2124","Львов",750,"Software Engineer",1.5,"C#/.NET"
"2125","Одесса",1500,"Software Engineer",4,"Python"
"2126","Киев",3200,"Senior Software Engineer",4.5,"C#/.NET"
"2127","Киев",1260,"Junior Software Engineer",2,"PHP"
"2128","Киев",1000,"Software Engineer",1,"Java"
"2129","Харьков",2800,"Software Engineer",10,"C#/.NET"
"2130","Киев",2500,"Senior Software Engineer",5,"Java"
"2131","Житомир",1400,"Software Engineer",6,"C#/.NET"
"2132","Донецк",1450,"Software Engineer",1.5,"Ruby/Rails"
"2133","Киев",2500,"Senior Software Engineer",10,"SQL"
"2134","Львов",800,"Software Engineer",2,"JavaScript"
"2135","Киев",4100,"Technical Lead",10,"Java"
"2136","Киев",2400,"Senior Software Engineer",2.5,"Java"
"2137","Днепр.",2200,"Software Engineer",1.25,"Java"
"2138","Киев",350,"Junior QA engineer",0,""
"2139","Харьков",300,"Junior Software Engineer",0,"Java"
"2140","Киев",3750,"Project manager",6,""
"2141","Киев",2600,"Senior Software Engineer",2.5,"Java"
"2142","Киев",1250,"Software Engineer",3,"Java"
"2144","Николаев",500,"QA Tech Lead",1.5,""
"2145","Днепр.",2000,"Technical Lead",10,"C#/.NET"
"2146","Киев",3100,"Senior Software Engineer",8,"Ruby/Rails"
"2147","Киев",2400,"Project manager",6,""
"2148","Винница",1500,"Software Engineer",5,"JavaScript"
"2149","Харьков",3000,"Technical Lead",7,"C#/.NET"
"2150","Донецк",700,"Гейм-дизайнер",1.5,""
"2151","Киев",2700,"Бизнес-аналитик",5,""
"2152","Днепр.",1750,"Software Engineer",3,"C++"
"2153","Харьков",1600,"Senior QA engineer",3,""
"2154","Харьков",2100,"Team lead",4,""
"2155","Тернополь",420,"QA engineer",4,""
"2156","Львов",800,"Junior Software Engineer",1,"SQL"
"2157","Киев",3000,"Technical Lead",5,"C++"
"2158","Днепр.",600,"Junior Software Engineer",1.5,"C#/.NET"
"2159","Киев",3300,"Technical Lead",4.5,"Java"
"2160","Запорожье",500,"Верстальщик",4,""
"2161","Днепр.",1500,"Software Engineer",2,"Python"
"2162","Черновцы",400,"Junior Software Engineer",1.5,"JavaScript"
"2163","Киев",2250,"Системный администратор",9,""
"2164","Днепр.",1250,"Junior Software Engineer",1,"JavaScript"
"2165","Киев",1875,"Software Engineer",4.5,"PHP"
"2166","Харьков",1400,"Software Engineer",1,"C#/.NET"
"2167","Киев",2800,"Software Engineer",5.5,"Java"
"2168","Киев",2600,"Senior Software Engineer",10,"C++"
"2169","Харьков",700,"Software Engineer",1.25,"Java"
"2170","Киев",2500,"Software Engineer",5,"C#/.NET"
"2171","Киев",3300,"Senior Software Engineer",3.5,"Java"
"2172","Киев",562.5,"Верстальщик",1,""
"2173","Днепр.",4000,"Technical Lead",5,"Ruby/Rails"
"2174","Киев",2300,"Senior QA engineer",1.5,""
"2175","Харьков",2300,"Software Engineer",8,"C++"
"2176","Киев",2000,"Senior Software Engineer",3,"PHP"
"2177","Киев",2600,"Software Engineer",4,"Objective-C"
"2178","Киев",2600,"Technical Lead",4,"PHP"
"2179","Черкассы",1010,"Software Engineer",3.5,"PHP"
"2180","Киев",2300,"Software Engineer",3,"C#/.NET"
"2181","Днепр.",2600,"Senior Software Engineer",5,"PHP"
"2182","Киев",2700,"Senior Software Engineer",7,"Objective-C"
"2183","Днепр.",1000,"QA engineer",1.5,""
"2184","Харьков",2200,"Senior Software Engineer",6,"PHP"
"2185","Киев",1500,"Support",10,""
"2186","Харьков",1300,"QA engineer",1.5,""
"2187","Луганск",370,"Software Engineer",5.5,"Other"
"2188","Киев",1200,"Junior Software Engineer",2,"C#/.NET"
"2189","Днепр.",2100,"Project manager",4,"Java"
"2190","Днепр.",420,"Junior Software Engineer",3,"Java"
"2191","Киев",1000,"Software Engineer",3,"C++"
"2192","Днепр.",550,"Junior Software Engineer",1,"Java"
"2193","Киев",2625,"Бизнес-аналитик",4,""
"2194","Киев",2550,"Software Engineer",3,"PHP"
"2195","Киев",1200,"Software Engineer",2,"PHP"
"2196","Одесса",3000,"Senior Project Manager / Program Manager",10,""
"2197","Киев",3400,"Senior Software Engineer",9,"C++"
"2198","Донецк",2100,"Senior Software Engineer",3,"Java"
"2199","Киев",2500,"QA Tech Lead",4,""
"2200","Луганск",2000,"Software Engineer",3,"C#/.NET"
"2201","Киев",1500,"Junior Software Engineer",0.75,"Objective-C"
"2202","Киев",2000,"Senior Software Engineer",8,"C#/.NET"
"2203","Харьков",1000,"Software Engineer",2,"PHP"
"2204","Львов",2500,"Software Engineer",2.5,"JavaScript"
"2205","Одесса",2100,"Software Engineer",2,"C#/.NET"
"2206","Днепр.",500,"Системный администратор",5,""
"2207","Севастополь",700,"Junior Software Engineer",1,"Java"
"2208","Киев",2500,"Project manager",5,""
"2209","Киев",1187.5,"Software Engineer",2,"C#/.NET"
"2210","Киев",2700,"Project manager",2,""
"2211","Харьков",600,"Software Engineer",9,"SQL"
"2212","Харьков",2300,"QA Tech Lead",9,""
"2213","Харьков",1700,"Senior Software Engineer",4,"PHP"
"2214","Киев",750,"Верстальщик",1,""
"2215","Харьков",2500,"Senior Software Engineer",6,"C#/.NET"
"2216","Киев",2500,"Director of Engineering / Program Director",5,""
"2217","Киев",2500,"Project manager",7,""
"2218","Киев",1250,"Project manager",0,""
"2219","Днепр.",2700,"Team lead",6,""
"2220","Харьков",2500,"Team lead",4,""
"2221","Днепр.",2150,"Senior Software Engineer",6,"PHP"
"2222","Киев",1400,"QA engineer",3,""
"2223","Одесса",3200,"Technical Lead",10,"PHP"
"2224","Киев",1000,"Верстальщик",4,""
"2225","Днепр.",2000,"Project manager",0,""
"2226","Киев",1600,"Software Engineer",3,"JavaScript"
"2227","Днепр.",812.5,"Software Engineer",1.25,"JavaScript"
"2228","Донецк",787.5,"Team lead",1.5,""
"2229","Киев",3250,"System Architect",9.5,"C#/.NET"
"2230","Киев",1700,"Software Engineer",3,"JavaScript"
"2231","Харьков",900,"Software Engineer",6,"PHP"
"2232","Киев",2000,"Senior Software Engineer",3,"JavaScript"
"2233","Днепр.",350,"Junior QA engineer",0.5,""
"2234","Киев",2600,"Senior QA engineer",3.5,""
"2235","Днепр.",1600,"Project manager",1.5,""
"2236","Харьков",1500,"Senior Software Engineer",4,"PHP"
"2237","Запорожье",625,"Team lead",4.5,""
"2238","Одесса",2500,"Senior Software Engineer",5,"Java"
"2239","Черновцы",1875,"Senior Software Engineer",6,"Flex/Flash/AIR"
"2240","Киев",800,"Бизнес-аналитик",2,""
"2241","Донецк",525,"Junior Software Engineer",0,"Java"
"2242","Киев",1250,"Director of Engineering / Program Director",6,""
"2243","Киев",2700,"Senior Software Engineer",7,"C++"
"2244","Николаев",1100,"Software Engineer",3.5,"Java"
"2245","Киев",2000,"Software Engineer",8.5,"Delphi"
"2246","Харьков",2600,"Senior Project Manager / Program Manager",6,""
"2247","Харьков",1700,"Software Engineer",3.5,"C#/.NET"
"2248","Киев",2500,"Верстальщик",6,""
"2249","Киев",1900,"QA engineer",4,""
"2250","Киев",2600,"Software Engineer",7,"Java"
"2251","Днепр.",1200,"Software Engineer",1.25,"C#/.NET"
"2252","Харьков",1200,"Бизнес-аналитик",3.5,""
"2253","Днепр.",2300,"Senior Software Engineer",6,"PHP"
"2254","Харьков",350,"Junior QA engineer",0.25,""
"2255","Харьков",1700,"Software Engineer",0,"Java"
"2256","Львов",500,"Junior QA engineer",1,""
"2257","Киев",2500,"Software Engineer",5,"Flex/Flash/AIR"
"2258","Киев",3500,"Senior Software Engineer",5,"Ruby/Rails"
"2259","Николаев",2500,"Software Engineer",1,"Objective-C"
"2260","Симферополь",1875,"Системный администратор",10,""
"2261","Львов",500,"Junior QA engineer",1.25,""
"2262","Львов",500,"Junior QA engineer",1,""
"2263","Днепр.",1800,"QA Tech Lead",3.5,""
"2264","Киев",1800,"Дизайнер",3,""
"2265","Киев",2000,"Senior QA engineer",5.5,""
"2266","Львов",937.5,"Software Engineer",1,"Java"
"2267","Днепр.",1000,"Junior Software Engineer",1.25,"Objective-C"
"2268","Киев",1000,"Software Engineer",10,"SQL"
"2269","Киев",1700,"Senior QA engineer",5,""
"2270","Киев",2875,"Team lead",5,""
"2271","Львов",600,"Junior Software Engineer",1,"C#/.NET"
"2272","Львов",300,"Системный администратор",1.5,""
"2273","Киев",2100,"DBA / Администратор баз данных",6,""
"2274","Львов",1500,"Senior QA engineer",4.5,""
"2275","Киев",2750,"Senior Software Engineer",4.5,"Flex/Flash/AIR"
"2276","Днепр.",1950,"Senior QA engineer",5.5,""
"2277","Харьков",750,"Junior Software Engineer",1,"C#/.NET"
"2278","Львов",2400,"Senior Software Engineer",2,"C#/.NET"
"2279","Харьков",1900,"Project manager",6,""
"2280","Киев",3800,"Project manager",10,""
"2281","Запорожье",3000,"DBA / Администратор баз данных",10,""
"2282","Киев",2700,"Software Engineer",3,"Objective-C"
"2283","Киев",600,"Junior Software Engineer",0.5,"C#/.NET"
"2284","Львов",1200,"Senior Software Engineer",4,"Other"
"2285","Киев",3000,"QA Tech Lead",5,""
"2286","Харьков",2500,"Team lead",4,""
"2287","Харьков",2300,"Senior Software Engineer",8.5,"PHP"
"2288","Севастополь",2500,"Senior Software Engineer",9,"Other"
"2289","Киев",2600,"Senior Software Engineer",4.5,"Objective-C"
"2290","Харьков",2900,"Senior Project Manager / Program Manager",8,""
"2291","Киев",2000,"Software Engineer",4,"SQL"
"2292","Киев",1400,"Senior Software Engineer",3,"PHP"
"2293","Харьков",700,"Software Engineer",6,"Delphi"
"2294","Львов",1700,"Software Engineer",4,"Java"
"2295","Киев",1250,"QA engineer",1.5,""
"2296","Севастополь",2500,"Software Engineer",8,"JavaScript"
"2297","Харьков",800,"Software Engineer",2.5,"PHP"
"2298","Львов",1450,"QA engineer",5,""
"2299","Харьков",1200,"Верстальщик",5,""
"2300","Киев",550,"Junior QA engineer",0.5,""
"2301","Харьков",3000,"Senior Software Engineer",7,"C#/.NET"
"2302","Чернигов",2500,"Director of Engineering / Program Director",8,""
"2303","Киев",2800,"Senior Software Engineer",10,"C++"
"2304","Чернигов",500,"Software Engineer",3,"C#/.NET"
"2305","Харьков",800,"Junior QA engineer",3,""
"2306","Днепр.",2300,"Senior Software Engineer",5,"Java"
"2307","Киев",3200,"Senior Software Engineer",10,"Java"
"2308","Киев",2500,"Software Engineer",9,"PHP"
"2309","Киев",2900,"Senior Software Engineer",6,"C#/.NET"
"2310","Киев",2000,"Technical Lead",10,"C++"
"2311","Днепр.",937.5,"Верстальщик",3.5,""
"2312","Киев",1500,"Software Engineer",5,"SQL"
"2313","Киев",3300,"System Architect",6.5,"Flex/Flash/AIR"
"2314","Харьков",800,"Junior Software Engineer",1.5,"C#/.NET"
"2315","Киев",1200,"Junior Software Engineer",1.5,"PHP"
"2316","Львов",462.5,"Project manager",2,""
"2317","Киев",1500,"Software Engineer",2.5,"C#/.NET"
"2318","Черновцы",845,"Software Engineer",2,"Java"
"2319","Запорожье",2000,"Технический писатель",5,""
"2320","Киев",4000,"Junior QA engineer",0.75,""
"2321","Днепр.",385,"Junior Software Engineer",2,"Objective-C"
"2322","Киев",1300,"Junior Software Engineer",2,"JavaScript"
"2323","Киев",2100,"Senior Software Engineer",6,"PHP"
"2324","Донецк",400,"Junior Software Engineer",1,"Objective-C"
"2325","Днепр.",800,"QA engineer",2,""
"2326","Севастополь",1500,"Software Engineer",3,"Objective-C"
"2327","Киев",1900,"Software Engineer",3.5,"Java"
"2328","Киев",2300,"Software Engineer",3,"SQL"
"2329","Киев",1600,"Software Engineer",5.5,"C"
"2330","Одесса",1200,"Software Engineer",2,"C++"
"2331","Харьков",1100,"Software Engineer",5,"Other"
"2332","Харьков",1800,"Senior Software Engineer",5.5,"PHP"
"2333","Львов",3700,"System Architect",7,"Java"
"2334","Харьков",3200,"Project manager",3,""
"2335","Киев",2000,"Software Engineer",2,"Ruby/Rails"
"2336","Киев",2800,"Project manager",3.5,""
"2337","Киев",1500,"Support",7,""
"2338","Киев",1900,"Системный администратор",10,""
"2339","Киев",2500,"Project manager",7.5,""
"2340","Киев",2200,"QA engineer",4.5,""
"2341","Черновцы",1300,"Software Engineer",4,"C++"
"2342","Киев",3000,"Senior QA engineer",5.5,""
"2343","Киев",3300,"Senior Software Engineer",9,"Flex/Flash/AIR"
"2344","Харьков",1600,"Software Engineer",3,"PHP"
"2345","Киев",2800,"Senior Software Engineer",10,"SQL"
"2346","Киев",2400,"Senior Software Engineer",10,"C++"
"2347","Киев",2700,"Software Engineer",9,"Ruby/Rails"
"2348","Киев",2500,"Team lead",6,""
"2349","Киев",2200,"Software Engineer",2,"Java"
"2350","Киев",4000,"Software Engineer",10,"PHP"
"2351","Киев",3200,"Senior Software Engineer",3,"Flex/Flash/AIR"
"2352","Киев",500,"Junior Software Engineer",0.25,"PHP"
"2353","Днепр.",3500,"Project manager",7,""
"2354","Киев",3700,"Senior Software Engineer",4,"Java"
"2355","Одесса",800,"Junior QA engineer",1,""
"2356","Львов",700,"Project manager",1.5,""
"2357","Киев",2500,"Senior Software Engineer",8,"Java"
"2358","Киев",1250,"Project manager",6,""
"2359","Киев",600,"Junior Software Engineer",0.25,"PHP"
"2360","Днепр.",2500,"Project manager",10,""
"2361","Киев",3200,"Technical Lead",10,"Objective-C"
"2362","Днепр.",2100,"Senior Software Engineer",4,"Java"
"2363","Киев",5200,"Technical Lead",9,"Ruby/Rails"
"2364","Киев",2500,"Senior Software Engineer",4,"JavaScript"
"2365","Киев",2500,"Software Engineer",1.5,"Objective-C"
"2366","Киев",1700,"Системный администратор",8,""
"2367","Симферополь",1700,"Бизнес-аналитик",7,""
"2368","Киев",2700,"QA Tech Lead",8,""
"2369","Днепр.",500,"Junior Software Engineer",1,"PHP"
"2370","Львов",600,"Support",1.75,""
"2371","Днепр.",1200,"QA engineer",1,""
"2372","Киев",2750,"Software Engineer",4,"Java"
"2373","Киев",900,"Software Engineer",6,"PHP"
"2374","Киев",2200,"Software Engineer",10,"SQL"
"2375","Киев",2800,"Senior Software Engineer",7,"C#/.NET"
"2376","Донецк",1700,"Director of Engineering / Program Director",7,""
"2377","Винница",1500,"QA Tech Lead",5,""
"2378","Харьков",2000,"Software Engineer",2,"Objective-C"
"2379","Киев",2375,"Team lead",1,""
"2380","Харьков",900,"Software Engineer",1,"C#/.NET"
"2381","Киев",2487.5,"Senior Software Engineer",4.5,"Java"
"2382","Киев",3000,"Senior QA engineer",3,""
"2383","Винница",1000,"Junior Software Engineer",2,"Java"
"2384","Киев",2200,"Support",10,""
"2385","Киев",3000,"Team lead",5,""
"2386","Киев",1400,"Software Engineer",5,"C++"
"2387","Харьков",1800,"Senior Software Engineer",4,"Ruby/Rails"
"2388","Киев",3700,"Senior Software Engineer",10,"C#/.NET"
"2389","Киев",2500,"Software Engineer",5.5,"C++"
"2390","Киев",1500,"Software Engineer",4,"C#/.NET"
"2391","Львов",1500,"Technical Lead",10,"Delphi"
"2392","Киев",750,"Junior Software Engineer",0,"Objective-C"
"2393","Киев",500,"Junior Software Engineer",0.25,"Java"
"2394","Днепр.",750,"Junior Software Engineer",2,"JavaScript"
"2395","Киев",2150,"Software Engineer",6,"Java"
"2396","Львов",900,"Junior Software Engineer",1.5,"JavaScript"
"2397","Киев",2800,"Senior Software Engineer",4,"C#/.NET"
"2398","Киев",2700,"Software Engineer",5,"Java"
"2399","Луганск",1700,"Software Engineer",3,"Java"
"2400","Львов",2250,"QA Tech Lead",8.5,""
"2401","Киев",1400,"Junior Software Engineer",0.25,"Java"
"2402","Луганск",2000,"Senior Software Engineer",3.5,"Java"
"2403","Одесса",2500,"Senior Software Engineer",6,"Java"
"2404","Киев",1200,"Software Engineer",1.5,"JavaScript"
"2405","Луганск",2100,"Senior Software Engineer",5,"Java"
"2406","Херсон",625,"Software Engineer",8,"Other"
"2407","Львов",2000,"Project manager",3,""
"2408","Киев",3000,"Senior Software Engineer",7,"Java"
"2409","Харьков",1700,"Senior Software Engineer",5,"C#/.NET"
"2410","Львов",880,"QA engineer",2,""
"2411","Киев",2000,"Software Engineer",5,"C++"
"2412","Киев",3800,"Technical Lead",8,"Java"
"2413","Харьков",955,"Software Engineer",1.75,"C"
"2414","Днепр.",2000,"Senior Software Engineer",10,"Python"
"2415","Харьков",1200,"Support",5,""
"2416","Львов",3100,"Project manager",9,""
"2417","Киев",2700,"Software Engineer",5,"Java"
"2418","Хмельницкий",3500,"Team lead",10,""
"2419","Харьков",475,"Junior Software Engineer",1,"Java"
"2420","Киев",2200,"Software Engineer",7,"PHP"
"2421","Киев",3500,"Системный администратор",10,""
"2422","Киев",2100,"Senior QA engineer",7,""
"2423","Киев",1250,"Системный администратор",1,""
"2424","Одесса",1800,"Senior Software Engineer",5,"C++"
"2425","Киев",2000,"Software Engineer",5,"Python"
"2426","Киев",5300,"Project manager",2,""
"2427","Львов",2100,"Senior Software Engineer",10,"Flex/Flash/AIR"
"2428","Винница",1500,"Project manager",6,""
"2429","Львов",4200,"Technical Lead",10,"C"
"2430","Киев",2400,"Software Engineer",6,"C#/.NET"
"2431","Киев",1750,"QA engineer",5,""
"2432","Харьков",1200,"Software Engineer",2,"C#/.NET"
"2433","Львов",1750,"Senior Software Engineer",4,"C#/.NET"
"2434","Киев",1738,"Бизнес-аналитик",3,""
"2435","Львов",4500,"Senior Software Engineer",10,"C++"
"2436","Киев",2500,"Software Engineer",7,"PHP"
"2437","Винница",900,"QA engineer",4,""
"2438","Винница",2000,"Technical Lead",5,"C#/.NET"
"2439","Киев",4500,"Senior Software Engineer",9,"Java"
"2440","Киев",1800,"Senior QA engineer",4.5,""
"2441","Киев",2000,"Software Engineer",9,"SQL"
"2442","Харьков",337.5,"Junior QA engineer",0,""
"2443","Киев",2000,"Software Engineer",0.5,"Java"
"2444","Киев",3700,"Project manager",7,""
"2445","Днепр.",1100,"Software Engineer",2,"Objective-C"
"2446","Киев",1875,"Senior Software Engineer",6,"PHP"
"2447","Харьков",3000,"Senior Software Engineer",5.5,"Java"
"2448","Киев",3250,"Senior Software Engineer",2.5,"Objective-C"
"2449","Киев",1250,"QA engineer",0,""
"2450","Киев",2200,"Senior Software Engineer",6,"C"
"2451","Харьков",1400,"Системный администратор",6,""
"2452","Киев",700,"QA engineer",0.5,""
"2453","Киев",970,"Software Engineer",8,"PHP"
"2454","Киев",3200,"Senior Software Engineer",7,"Java"
"2455","Днепр.",2000,"Senior Software Engineer",6,"Java"
"2456","Львов",2390,"Software Engineer",6.5,"C#/.NET"
"2457","Киев",850,"Верстальщик",2.5,""
"2458","Львов",2000,"Software Engineer",8,"Other"
"2459","Харьков",2150,"Senior Software Engineer",6,"C++"
"2460","Харьков",600,"Junior Software Engineer",1,"C#/.NET"
"2461","Одесса",2200,"Senior Software Engineer",5,"C#/.NET"
"2462","Львов",1500,"Senior QA engineer",6.5,""
"2463","Киев",3000,"Technical Lead",10,"C++"
"2464","Киев",1200,"Software Engineer",3.5,"C++"
"2465","Днепр.",1100,"Software Engineer",6,"Other"
"2466","Киев",2300,"Senior Software Engineer",5,"C#/.NET"
"2467","Киев",2500,"Senior Software Engineer",7,"Other"
"2468","Донецк",1500,"Senior QA engineer",4.5,""
"2469","Киев",2600,"Senior Software Engineer",10,"C++"
"2470","Харьков",700,"Junior Software Engineer",1,"Ruby/Rails"
"2471","Львов",2000,"Senior QA engineer",4.5,""
"2472","Севастополь",2000,"Technical Lead",8,"SQL"
"2473","Днепр.",1950,"Junior Software Engineer",1.75,"Objective-C"
"2474","Киев",4000,"Senior Software Engineer",7,"Other"
"2475","Киев",1700,"Software Engineer",7,"PHP"
"2476","Донецк",1100,"Software Engineer",2,"Ruby/Rails"
"2477","Львов",800,"Software Engineer",2,"C#/.NET"
"2478","Винница",2400,"Project manager",10,""
"2479","Одесса",1900,"Senior Software Engineer",7,"C++"
"2480","Киев",2200,"Software Engineer",5,"Java"
"2481","Житомир",1750,"Senior Software Engineer",6,"C#/.NET"
"2482","Киев",2000,"Software Engineer",1.75,"Java"
"2483","Киев",1600,"QA engineer",1.75,""
"2484","Киев",1700,"Software Engineer",4,"Java"
"2485","Днепр.",625,"QA engineer",1,""
"2486","Днепр.",650,"Верстальщик",6,""
"2487","Одесса",700,"Junior Software Engineer",1,"PHP"
"2488","Днепр.",2000,"QA engineer",8,""
"2489","Киев",2000,"Бизнес-аналитик",8,""
"2490","Киев",3400,"Team lead",9.5,""
"2491","Одесса",2100,"Software Engineer",7,"C#/.NET"
"2492","Харьков",3500,"System Architect",10,"C#/.NET"
"2493","Киев",2300,"Software Engineer",7,"C#/.NET"
"2494","Львов",2100,"Software Engineer",4.5,"Java"
"2495","Киев",625,"Junior QA engineer",0.5,""
"2496","Харьков",900,"QA engineer",1.5,""
"2497","Харьков",1200,"Дизайнер",6,""
"2498","Львов",3600,"Project manager",8,""
"2499","Львов",3400,"DBA / Администратор баз данных",10,""
"2500","Львов",500,"Junior Software Engineer",3,"Delphi"
"2501","Харьков",700,"Дизайнер",3.5,""
"2502","Харьков",2750,"Senior Software Engineer",7,"C#/.NET"
"2503","Киев",1800,"Senior QA engineer",4,""
"2504","Харьков",1600,"Software Engineer",2,"C"
"2505","Киев",3000,"Senior Software Engineer",10,"C#/.NET"
"2506","Киев",2600,"Senior Software Engineer",9.5,"SQL"
