"Город","salary","Должность","exp","Язык.программирования"
"2776","Харьков",1500,"Дизайнер",4,""
"2777","Львов",800,"QA engineer",2,""
"2778","Киев",2000,"Software Engineer",4,"C#/.NET"
"2779","Днепр.",812.5,"Верстальщик",1.5,""
"2780","Киев",1700,"QA engineer",1.5,""
"2781","Киев",500,"Software Engineer",1,"C#/.NET"
"2782","Киев",562.5,"Верстальщик",4,""
"2783","Киев",2500,"Бизнес-аналитик",3,""
"2784","Киев",1000,"Software Engineer",1.5,"Java"
"2785","Киев",1000,"Дизайнер",1.75,""
"2786","Днепр.",1750,"Дизайнер",7,""
"2787","Днепр.",1000,"Дизайнер",6,""
"2788","Киев",1200,"QA engineer",2,""
"2789","Львов",650,"Junior Software Engineer",1,"Java"
"2790","Херсон",2500,"Senior Software Engineer",10,"C#/.NET"
"2791","Киев",2000,"QA Tech Lead",4,""
"2792","Киев",1500,"Технический писатель",6,""
"2793","Львов",1700,"Дизайнер",5,""
"2794","Киев",2000,"Senior Software Engineer",4,"SQL"
"2795","Харьков",1650,"Software Engineer",3.5,"Java"
"2796","Харьков",1650,"QA engineer",3.5,""
"2797","Днепр.",1200,"Technical Lead",10,"PHP"
"2798","Одесса",1150,"Technical Lead",2,"Java"
"2799","Одесса",1000,"Team lead",6,""
"2800","Днепр.",2000,"Software Engineer",5,"Java"
"2801","Киев",1500,"Team lead",1,""
"2802","Киев",2100,"Director of Engineering / Program Director",10,""
"2803","Киев",4000,"Director of Engineering / Program Director",10,""
"2804","Харьков",1500,"QA engineer",4.5,""
"2805","Харьков",1550,"QA engineer",5,""
"2806","Киев",1400,"QA engineer",1.75,""
"2807","Киев",4000,"System Architect",10,"C#/.NET"
"2808","Киев",1875,"Software Engineer",3,"Java"
"2809","Киев",2100,"Software Engineer",4,"Ruby/Rails"
"2810","Киев",2000,"Software Engineer",5,"Ruby/Rails"
"2811","Черновцы",4000,"Project manager",3,""
"2812","Одесса",2500,"Senior Software Engineer",10,"Java"
"2813","Киев",750,"Junior Software Engineer",0.75,"Java"
"2814","Львов",2650,"Project manager",6,""
"2815","Киев",1400,"Junior Software Engineer",10,"Java"
"2816","Днепр.",3500,"Project manager",5,""
"2817","Львов",1700,"Senior QA engineer",4.5,""
"2818","Харьков",2200,"Системный администратор",5.5,""
"2819","Львов",1100,"Software Engineer",1.75,"C#/.NET"
"2820","Киев",1600,"QA engineer",1.5,""
"2821","Луганск",500,"Дизайнер",5,""
"2822","Львов",2800,"Technical Lead",10,"C"
"2823","Львов",1400,"Software Engineer",1.25,"C#/.NET"
"2824","Львов",2600,"Senior Project Manager / Program Manager",6,""
"2825","Одесса",2200,"Senior Software Engineer",4,"PHP"
"2826","Львов",1000,"Junior Software Engineer",1.5,"PHP"
"2827","Львов",2500,"Software Engineer",3,"PHP"
"2828","Харьков",1500,"Senior Software Engineer",8,"C#/.NET"
"2829","Одесса",2200,"Senior Software Engineer",10,"PHP"
"2830","Николаев",1500,"Software Engineer",10,"PHP"
"2831","Киев",2000,"Дизайнер",5,""
"2832","Киев",1187.5,"Senior Software Engineer",4,"C"
"2833","Киев",1000,"Software Engineer",5,"C++"
"2834","Киев",2000,"Technical Lead",4,"APL"
"2835","Киев",3500,"Software Engineer",5,"C#/.NET"
"2836","Киев",6000,"Director of Engineering / Program Director",10,""
"2837","Киев",625,"Junior QA engineer",1,""
"2838","Львов",2500,"Senior Software Engineer",3.5,"Objective-C"
"2839","Львов",2000,"Senior Software Engineer",9,"Python"
"2840","Харьков",800,"Software Engineer",1,"Objective-C"
"2841","Киев",3800,"Senior Project Manager / Program Manager",3.5,""
"2842","Киев",1850,"Team lead",4.5,""
"2843","Киев",2350,"Software Engineer",8,"C++"
"2844","Киев",2000,"QA Tech Lead",8,""
"2845","Харьков",4700,"Senior Project Manager / Program Manager",5,""
"2846","Харьков",1200,"Senior Software Engineer",10,"SQL"
"2847","Харьков",1600,"Software Engineer",5.5,"PHP"
"2848","Киев",2500,"Senior Software Engineer",9,"C#/.NET"
"2849","Киев",3500,"Software Engineer",8,"PHP"
"2850","Киев",1375,"Senior Software Engineer",7,"PHP"
"2851","Харьков",800,"Дизайнер",4,""
"2852","Харьков",2000,"Senior Software Engineer",7,"PHP"
"2853","Киев",2200,"Senior Software Engineer",6.5,"Java"
"2854","Харьков",1800,"Senior QA engineer",10,""
"2855","Львов",3000,"Senior Software Engineer",7.5,"C++"
"2856","Киев",3500,"System Architect",7,"PHP"
"2857","Киев",2600,"Senior Software Engineer",7,"SQL"
"2859","Львов",2800,"Project manager",8,""
"2860","Киев",4000,"Software Engineer",5,"Ruby/Rails"
"2861","Харьков",600,"Junior Software Engineer",0.25,"Java"
"2862","Одесса",800,"Software Engineer",1.75,"Flex/Flash/AIR"
"2863","Киев",2000,"Senior QA engineer",6.5,""
"2864","Киев",1000,"Junior Software Engineer",0.5,"Objective-C"
"2865","Харьков",2150,"Software Engineer",4,"Java"
"2866","Киев",4000,"Senior Software Engineer",6,"Java"
"2867","Львов",2300,"Senior QA engineer",6,""
"2868","Харьков",3300,"Senior Software Engineer",3.5,"PHP"
"2869","Севастополь",2000,"Software Engineer",4.5,"C#/.NET"
"2870","Киев",750,"Junior QA engineer",0.25,""
"2871","Киев",3800,"Project manager",5,""
"2872","Днепр.",1000,"Software Engineer",2,"C#/.NET"
"2873","Киев",2000,"Software Engineer",3,"C"
"2874","Львов",300,"Junior Software Engineer",0,"Java"
"2875","Киев",1500,"Software Engineer",2,"Flex/Flash/AIR"
"2876","Киев",1800,"QA engineer",0.5,""
"2877","Львов",1500,"Junior Software Engineer",0.75,"Java"
"2878","Харьков",300,"Junior Software Engineer",0,"C#/.NET"
"2879","Киев",2300,"Senior QA engineer",4.5,""
"2880","Днепр.",2700,"Системный администратор",6,""
"2881","Днепр.",900,"Junior Software Engineer",2,"C#/.NET"
"2882","Ивано-Франковск",300,"Junior Software Engineer",0,"Java"
"2883","Харьков",1800,"Software Engineer",3.5,"PHP"
"2884","Харьков",900,"Software Engineer",0.75,"Objective-C"
"2885","Киев",2500,"Senior Software Engineer",5.5,"C#/.NET"
"2886","Киев",1000,"Системный администратор",0,""
"2887","Харьков",1100,"Software Engineer",2,"PHP"
"2888","Кировоград",700,"Software Engineer",3,"PHP"
"2889","Харьков",2700,"Technical Lead",7,"C#/.NET"
"2890","Харьков",1200,"Junior Software Engineer",1,"C#/.NET"
"2891","Киев",900,"Верстальщик",2,""
"2892","Днепр.",2500,"Technical Lead",4,"Objective-C"
"2893","Киев",1700,"Software Engineer",1.5,"JavaScript"
"2894","Киев",2000,"Senior Software Engineer",5,"PHP"
"2895","Львов",1750,"QA Tech Lead",6,""
"2896","Киев",2500,"Technical Lead",6,"Ruby/Rails"
"2897","Киев",2500,"Бизнес-аналитик",10,""
"2898","Харьков",1500,"Project manager",3,""
"2899","Киев",500,"Junior QA engineer",0,""
"2900","Киев",1800,"Верстальщик",5,""
"2901","Черкассы",5000,"Director of Engineering / Program Director",10,""
"2902","Харьков",1500,"Бизнес-аналитик",2,""
"2903","Киев",800,"Junior Software Engineer",1,"Java"
"2904","Киев",725,"Software Engineer",2.5,"C#/.NET"
"2905","Киев",2500,"Senior Software Engineer",7.5,"C#/.NET"
"2906","Харьков",1250,"Software Engineer",2,"Objective-C"
"2907","Киев",1600,"Software Engineer",5,"SQL"
"2908","Киев",2200,"Software Engineer",8,"SQL"
"2909","Одесса",1000,"Junior Software Engineer",0.25,"Java"
"2910","Киев",1600,"QA engineer",2,""
"2911","Киев",750,"Junior Software Engineer",1.5,"C"
"2912","Львов",2650,"Senior Software Engineer",7.5,"Java"
"2914","Одесса",1200,"Системный администратор",6,""
"2915","Киев",800,"Software Engineer",3,"C++"
"2916","Киев",800,"Software Engineer",2.5,"C++"
"2917","Харьков",1100,"Software Engineer",7,"PHP"
"2918","Киев",4500,"Senior Software Engineer",6,"PHP"
"2919","Киев",1500,"Дизайнер",5,""
"2920","Мариуполь",375,"Software Engineer",1.5,"Java"
"2921","Киев",3450,"Project manager",10,""
"2922","Львов",2400,"Project manager",6.5,""
"2923","Киев",1000,"Senior QA engineer",2.5,""
"2924","Харьков",1000,"Senior Software Engineer",3,"C++"
"2925","Одесса",1800,"Technical Lead",5,"Java"
"2926","Винница",1500,"Senior Software Engineer",3,"Ruby/Rails"
"2927","Киев",2200,"Senior Software Engineer",9,"C#/.NET"
"2928","Черновцы",312.5,"Junior Software Engineer",1,"PHP"
"2929","Киев",1125,"Senior Software Engineer",8,"Java"
"2930","Киев",4000,"Senior Project Manager / Program Manager",7,""
"2931","Киев",2900,"Senior Software Engineer",6,"Java"
"2933","Киев",800,"Junior Software Engineer",0.5,"Java"
"2934","Львов",1600,"Senior QA engineer",3.5,""
"2935","Киев",3500,"Senior Project Manager / Program Manager",7,""
"2936","Киев",5500,"Director of Engineering / Program Director",10,""
"2937","Львов",1800,"Senior QA engineer",6,""
"2938","Львов",400,"Верстальщик",1,""
"2939","Львов",2100,"Software Engineer",4,"C++"
"2940","Киев",1200,"Junior Software Engineer",1.25,"C#/.NET"
"2941","Харьков",650,"Системный администратор",3.5,""
"2942","Днепр.",2400,"Senior Software Engineer",6,"C#/.NET"
"2943","Киев",1800,"Senior Software Engineer",1.5,"C#/.NET"
"2944","Киев",2500,"QA Tech Lead",8,""
"2945","Харьков",1500,"Software Engineer",3.5,"C#/.NET"
"2946","Киев",1100,"Software Engineer",4,"Delphi"
"2947","Одесса",1200,"Software Engineer",3.5,"JavaScript"
"2948","Черкассы",800,"Верстальщик",4,""
"2950","Киев",1250,"Системный администратор",7,""
"2951","Киев",1000,"Системный администратор",7,""
"2952","Винница",600,"Junior Software Engineer",1.5,"Java"
"2953","Одесса",500,"Системный администратор",5,""
"2954","Киев",3800,"Software Engineer",4,"C++"
"2955","Одесса",1500,"Дизайнер",10,""
"2956","Винница",1200,"QA engineer",3,""
"2957","Киев",2000,"Software Engineer",5,"C"
"2958","Харьков",2400,"Senior Software Engineer",6,"C++"
"2959","Харьков",2100,"Senior Software Engineer",3,"C"
"2960","Киев",1900,"DBA / Администратор баз данных",6,""
"2961","Киев",3000,"Senior Software Engineer",5,"Java"
"2962","Киев",4300,"Senior Software Engineer",8,"Java"
"2963","Севастополь",300,"Junior Software Engineer",1,"PHP"
"2965","Харьков",1200,"Software Engineer",1.5,"PHP"
"2966","Львов",792,"QA engineer",2,""
"2968","Харьков",1600,"Software Engineer",5.5,"PHP"
"2969","Луганск",270,"Системный администратор",1,"Python"
"2970","Харьков",2000,"Senior Software Engineer",2,"Objective-C"
"2971","Полтава",450,"Системный администратор",5.5,""
"2972","Львов",2200,"Senior Software Engineer",6,"C"
"2973","Киев",500,"Junior Software Engineer",0,"Delphi"
"2974","Львов",3500,"Technical Lead",10,"Java"
"2975","Львов",1600,"Senior Software Engineer",5,"C#/.NET"
"2976","Киев",1200,"Software Engineer",1,"PHP"
"2977","Киев",1200,"Software Engineer",2,"C"
"2978","Киев",1700,"Software Engineer",1.75,"C++"
"2979","Киев",800,"QA engineer",0.75,""
"2981","Ровно",750,"Дизайнер",9,""
"2982","Киев",2300,"Project manager",8,""
"2983","Львов",1300,"Software Engineer",4,"C#/.NET"
"2984","Днепр.",3000,"Senior Project Manager / Program Manager",3,""
"2985","Харьков",1000,"DBA / Администратор баз данных",10,""
"2986","Киев",750,"Junior Software Engineer",0.25,"Objective-C"
"2987","Киев",3000,"Project manager",8,""
"2988","Львов",2000,"Senior Software Engineer",6,"C#/.NET"
"2989","Харьков",600,"Дизайнер",6,""
"2990","Симферополь",1000,"Software Engineer",3,"PHP"
"2991","Киев",1800,"Software Engineer",4,"C++"
"2992","Харьков",1000,"Senior Software Engineer",4.5,"PHP"
"2993","Киев",2600,"Team lead",6.5,"PHP"
"2995","Киев",5000,"Junior Software Engineer",4,"PHP"
"2996","Киев",1000,"Software Engineer",10,"SQL"
"2997","Одесса",5000,"Director of Engineering / Program Director",10,""
"2998","Киев",3200,"Team lead",10,"C++"
"2999","Одесса",300,"Junior Software Engineer",0.5,"Java"
"3000","Харьков",800,"Junior Software Engineer",1,"Java"
"3001","Киев",3000,"QA Tech Lead",6,""
"3002","Запорожье",2000,"Senior Project Manager / Program Manager",3,""
"3003","Киев",3250,"Senior Software Engineer",5,"Java"
"3004","Киев",4200,"Technical Lead",10,"Java"
"3005","Киев",2800,"Team lead",7,""
"3006","Киев",2000,"Software Engineer",5,"C#/.NET"
"3007","Киев",1300,"Senior QA engineer",4,""
"3008","Винница",1600,"Technical Lead",8,"C#/.NET"
"3009","Харьков",3000,"Senior Software Engineer",10,"Delphi"
"3010","Киев",2400,"Бизнес-аналитик",2,""
"3011","Киев",2000,"System Architect",8,"PHP"
"3012","Одесса",400,"Junior Software Engineer",0.5,"C++"
"3013","Днепр.",2000,"Team lead",4,""
"3014","Киев",1000,"Software Engineer",2,"C#/.NET"
"3015","Киев",3200,"Team lead",1,""
"3016","Харьков",1250,"Software Engineer",3.5,"C#/.NET"
"3017","Киев",2700,"Senior Software Engineer",4,"Java"
"3018","Львов",500,"Software Engineer",2,"JavaScript"
"3019","Киев",2500,"Software Engineer",3.5,"SQL"
"3020","Донецк",600,"Junior Software Engineer",1.5,"Java"
"3021","Харьков",1775,"Software Engineer",2.5,"Java"
"3022","Киев",900,"QA engineer",0,""
"3023","Киев",3000,"Senior Software Engineer",2,"Java"
"3024","Киев",1000,"Junior Software Engineer",1,"PHP"
"3025","Чернигов",837.5,"Software Engineer",0.5,"Java"
"3026","Киев",2500,"Senior Software Engineer",10,"PHP"
"3027","Киев",500,"Junior QA engineer",0.75,""
"3028","Киев",2200,"Software Engineer",2.5,"Ruby/Rails"
"3029","Одесса",500,"Junior QA engineer",0,""
"3030","Харьков",2700,"Project manager",4,""
"3031","Харьков",375,"Junior Software Engineer",1,"PHP"
"3032","Киев",2900,"Technical Lead",4,"C#/.NET"
"3033","Киев",1750,"Senior Software Engineer",10,"SQL"
"3034","Киев",2950,"Senior Software Engineer",4.5,"C++"
"3035","Днепр.",400,"Junior Software Engineer",0.25,"Java"
"3036","Киев",2400,"Senior QA engineer",5,""
"3037","Винница",1500,"Senior Software Engineer",7,"C++"
"3038","Киев",400,"Junior Software Engineer",0.5,"PHP"
"3039","Киев",2000,"Верстальщик",4,""
"3040","Киев",400,"Junior QA engineer",0,""
"3041","Киев",900,"Системный администратор",3,""
"3042","Киев",3000,"Project manager",10,""
"3043","Киев",1900,"QA engineer",3,""
"3044","Одесса",1100,"Software Engineer",10,"PHP"
"3045","Киев",1900,"Software Engineer",3.5,"PHP"
"3046","Днепр.",2000,"Team lead",4.5,""
"3047","Киев",700,"Junior Software Engineer",1,"Objective-C"
"3048","Киев",2500,"Director of Engineering / Program Director",5,""
"3049","Киев",2800,"Technical Lead",10,"Perl"
"3050","Одесса",1700,"Senior Software Engineer",5,"JavaScript"
"3051","Донецк",2200,"Senior Software Engineer",5,"Java"
"3052","Львов",1600,"Senior Software Engineer",3.5,"C#/.NET"
"3053","Киев",2600,"Director of Engineering / Program Director",5,""
"3054","Киев",500,"Junior Software Engineer",0,"Java"
"3055","Киев",2900,"Senior Software Engineer",7,"C++"
"3056","Харьков",1812.5,"Senior Software Engineer",4,"PHP"
"3057","Запорожье",500,"Junior Software Engineer",0,"Java"
"3058","Ужгород",1100,"QA engineer",2.5,""
"3059","Киев",2700,"Senior Software Engineer",4.5,"C#/.NET"
"3060","Харьков",600,"Junior Software Engineer",0.75,"Objective-C"
"3061","Киев",3800,"Technical Lead",6,"Java"
"3062","Киев",3000,"Senior Software Engineer",10,"Java"
"3063","Киев",3550,"Senior Software Engineer",10,"Java"
"3064","Херсон",300,"Junior Software Engineer",0,"Java"
"3065","Харьков",670,"QA engineer",1.5,""
"3066","Львов",337.5,"Junior QA engineer",0.5,""
"3067","Львов",1000,"Software Engineer",10,"Java"
"3068","Киев",1900,"Senior QA engineer",3,""
"3069","Одесса",375,"Software Engineer",0.75,"PHP"
"3070","Киев",1500,"Senior QA engineer",5,""
"3071","Киев",3500,"Team lead",10,""
"3072","Киев",3300,"Senior Software Engineer",10,"Java"
"3073","Киев",1500,"QA engineer",1,""
"3074","Чернигов",600,"Software Engineer",1,"Perl"
"3075","Ивано-Франковск",1400,"Team lead",4.5,""
"3076","Киев",1500,"Software Engineer",5,"C++"
"3077","Киев",1500,"Software Engineer",2,"C++"
"3078","Львов",350,"Junior Software Engineer",1,"C#/.NET"
"3079","Киев",1500,"Дизайнер",5,""
"3080","Киев",1800,"Senior Software Engineer",3,"Java"
"3081","Днепр.",2000,"Software Engineer",3.5,"PHP"
"3082","Харьков",800,"Junior Software Engineer",1,"C#/.NET"
"3083","Харьков",3700,"Project manager",8,""
"3084","Киев",700,"Junior Software Engineer",1.75,"Java"
"3085","Донецк",2100,"Верстальщик",5,""
"3086","Киев",900,"Дизайнер",3,""
"3087","Харьков",2600,"Project manager",3,""
"3088","Киев",2400,"Senior Software Engineer",4,"C#/.NET"
"3089","Ровно",600,"Software Engineer",2.5,"PHP"
"3090","Днепр.",1050,"DBA / Администратор баз данных",6,""
"3091","Львов",1200,"Junior Software Engineer",1,"C#/.NET"
"3092","Киев",500,"Junior QA engineer",0.75,""
"3093","Харьков",1500,"Software Engineer",3,"Java"
"3094","Днепр.",700,"Системный администратор",3.5,""
"3095","Киев",3500,"Senior Software Engineer",5.5,"Java"
"3096","Киев",800,"QA engineer",1,""
"3097","Киев",2700,"Software Engineer",3,"Java"
"3098","Киев",3500,"Senior Project Manager / Program Manager",10,""
"3099","Львов",300,"Junior Software Engineer",0,"SQL"
"3100","Днепр.",312.5,"Системный администратор",9,""
"3101","Харьков",2000,"Software Engineer",3,"Java"
"3102","Львов",550,"Junior QA engineer",0.75,""
"3103","Киев",1700,"Software Engineer",4,"C#/.NET"
"3104","Львов",2000,"Senior Software Engineer",2.5,"JavaScript"
"3105","Киев",625,"Junior Software Engineer",0.75,"PHP"
"3106","Запорожье",400,"Project manager",0,""
"3107","Днепр.",3000,"Technical Lead",9,"C++"
"3108","Киев",2000,"Software Engineer",8,"C#/.NET"
"3109","Винница",700,"Senior QA engineer",3,""
"3110","Харьков",2500,"Senior Software Engineer",0,"Ruby/Rails"
"3112","Киев",2700,"Senior Project Manager / Program Manager",4,""
"3113","Киев",2025,"QA Tech Lead",6.5,""
"3114","Днепр.",350,"Junior Software Engineer",0.25,"C#/.NET"
"3115","Киев",1400,"Software Engineer",5,"JavaScript"
"3116","Киев",800,"Junior Software Engineer",0.25,"Java"
"3117","Киев",2000,"Team lead",8,""
"3118","Харьков",3500,"Senior Software Engineer",7,"Java"
"3119","Киев",700,"Системный администратор",10,""
"3121","Киев",3600,"Senior Software Engineer",8,"Java"
"3122","Харьков",1850,"Senior Software Engineer",5.5,"PHP"
"3123","Севастополь",1300,"Software Engineer",3.5,"C#/.NET"
"3124","Одесса",2000,"Системный администратор",7,""
"3125","Днепр.",1500,"Software Engineer",3,"PHP"
"3126","Днепр.",3500,"Senior Software Engineer",8,"Ruby/Rails"
"3127","Днепр.",2200,"Senior Software Engineer",4.5,"Java"
"3128","Днепр.",2000,"Senior Software Engineer",10,"Java"
"3129","Львов",2200,"Director of Engineering / Program Director",1.5,""
"3130","Винница",1200,"Software Engineer",4,"JavaScript"
"3131","Днепр.",2000,"Senior Software Engineer",6,"JavaScript"
"3132","Киев",750,"Technical Lead",10,"C++"
"3133","Харьков",500,"Junior Software Engineer",0.5,"C#/.NET"
"3134","Киев",2200,"Senior QA engineer",3,""
"3135","Кировоград",1000,"Senior Software Engineer",9,"Python"
"3136","Запорожье",1875,"Senior Software Engineer",4.5,"PHP"
"3137","Харьков",2200,"Team lead",4,""
"3138","Киев",2100,"Senior QA engineer",5,""
"3139","Киев",1600,"Senior Software Engineer",5,"C++"
"3140","Киев",1850,"Senior Software Engineer",5,"C#/.NET"
"3141","Харьков",2000,"Junior Software Engineer",3,"C#/.NET"
"3142","Львов",1000,"Senior QA engineer",7,""
"3143","Харьков",500,"Junior QA engineer",0.5,""
"3144","Львов",2200,"Бизнес-аналитик",3,""
"3145","Харьков",1300,"Senior Software Engineer",5,"SQL"
"3146","Киев",2000,"Верстальщик",3,""
"3147","Киев",5000,"Team lead",10,""
"3148","Киев",1200,"Системный администратор",5,""
"3149","Киев",4000,"Technical Lead",10,"Java"
"3150","Донецк",2000,"Software Engineer",5,"PHP"
"3151","Симферополь",2500,"Senior Software Engineer",6.5,"Java"
"3152","Киев",1000,"Software Engineer",5,"PHP"
"3153","Харьков",1600,"QA Tech Lead",4,""
"3154","Киев",1100,"Software Engineer",2,"C++"
"3155","Львов",2800,"Technical Lead",5,"JavaScript"
"3156","Днепр.",1800,"Senior Software Engineer",3.5,"Java"
"3157","Львов",800,"Junior Software Engineer",1.25,"PHP"
"3158","Харьков",1500,"Senior Software Engineer",4,"C#/.NET"
"3159","Киев",1500,"Software Engineer",1.75,"Java"
"3160","Киев",1000,"QA engineer",4,""
"3161","Днепр.",2500,"Системный администратор",5,""
"3162","Львов",450,"Junior QA engineer",0.75,""
"3163","Николаев",560,"Junior Software Engineer",1.5,"Java"
"3164","Львов",1700,"Software Engineer",7,"Python"
"3165","Полтава",375,"Системный администратор",8,""
"3166","Львов",625,"Дизайнер",4,""
"3167","Киев",5000,"Director of Engineering / Program Director",6,""
"3168","Киев",1625,"System Architect",5,"PHP"
"3169","Львов",900,"Junior QA engineer",1.5,""
"3170","Львов",500,"Junior Software Engineer",0.5,"Objective-C"
"3171","Киев",1500,"Software Engineer",3,"C++"
"3173","Киев",2200,"Senior Software Engineer",5.5,"C#/.NET"
"3174","Киев",2600,"QA Tech Lead",3,""
"3175","Киев",2500,"Project manager",10,""
"3176","Киев",300,"Junior QA engineer",0,""
"3177","Львов",3000,"Senior Software Engineer",5.5,"Java"
"3178","Львов",1500,"Senior Software Engineer",5,"PHP"
"3179","Киев",2050,"Software Engineer",4,"Java"
"3180","Одесса",2800,"Technical Lead",7,"C++"
"3181","Харьков",1700,"Project manager",2,""
"3182","Львов",1000,"Senior Software Engineer",3,"Python"
"3183","Харьков",2500,"Senior Software Engineer",5,"C#/.NET"
"3184","Киев",625,"Junior Software Engineer",1,"Java"
"3185","Киев",800,"Гейм-дизайнер",2,""
"3186","Киев",2600,"Software Engineer",4,"Java"
"3187","Донецк",1000,"Системный администратор",3,""
"3188","Винница",500,"QA engineer",6,""
"3189","Харьков",800,"Software Engineer",1,"Java"
"3190","Чернигов",1000,"Technical Lead",4,"C#/.NET"
"3191","Киев",2500,"Software Engineer",4,"C#/.NET"
"3192","Киев",2000,"QA engineer",3.5,""
"3193","Киев",1500,"Technical Lead",0,"JavaScript"
"3194","Киев",1000,"Системный администратор",2.5,""
"3195","Днепр.",2220,"Senior Software Engineer",5,"Java"
"3196","Киев",1999,"Software Engineer",4.5,"PHP"
"3197","Львов",1300,"Software Engineer",1,"Java"
"3198","Киев",2900,"Senior Software Engineer",5,"C++"
"3199","Киев",2500,"Senior Software Engineer",9,"PHP"
"3200","Одесса",3700,"Project manager",5,"Python"
"3201","Киев",1250,"Team lead",8,""
"3202","Киев",3600,"Senior Software Engineer",10,"Java"
"3203","Львов",700,"Junior QA engineer",1.5,""
"3204","Львов",1200,"Software Engineer",0.5,"JavaScript"
"3205","Чернигов",500,"Software Engineer",1.5,"C#/.NET"
"3206","Киев",625,"Junior QA engineer",0.5,""
"3207","Харьков",1800,"Project manager",4,""
"3208","Львов",1500,"Senior Software Engineer",6.5,"PHP"
"3209","Днепр.",1500,"Software Engineer",1.25,"Java"
"3210","Днепр.",1500,"Software Engineer",4.5,"Java"
"3211","Киев",3800,"Senior Project Manager / Program Manager",2,""
"3212","Киев",2500,"Technical Lead",5.5,"C#/.NET"
"3213","Киев",1200,"Junior Software Engineer",5,"C"
"3214","Киев",2400,"Senior Software Engineer",10,"C#/.NET"
"3215","Киев",800,"Системный администратор",10,""
"3216","Львов",1700,"Software Engineer",2.5,"PHP"
"3217","Львов",845,"Software Engineer",1.5,"C#/.NET"
"3218","Харьков",2000,"Senior QA engineer",5.5,""
"3219","Киев",700,"Junior Software Engineer",1,"Java"
"3220","Киев",2500,"Technical Lead",10,"C#/.NET"
"3221","Киев",2900,"Senior Software Engineer",5,"C++"
"3222","Киев",2200,"Software Engineer",1.5,"Flex/Flash/AIR"
"3223","Николаев",400,"Системный администратор",2,"Java"
"3224","Киев",2200,"Technical Lead",7,"C++"
"3226","Киев",1500,"Software Engineer",1,"Java"
"3227","Киев",800,"Системный администратор",5,""
"3228","Днепр.",2500,"Senior Software Engineer",8,"SQL"
"3229","Киев",1800,"Верстальщик",4,""
"3230","Киев",900,"Software Engineer",3,"PHP"
"3231","Киев",2400,"Senior Software Engineer",6.5,"PHP"
"3232","Одесса",4000,"Technical Lead",7,"PHP"
"3233","Киев",1800,"Software Engineer",4,"C++"
"3234","Донецк",700,"Junior Software Engineer",1,"C#/.NET"
"3235","Винница",1200,"Software Engineer",1.5,"C#/.NET"
"3236","Киев",1600,"Team lead",4,""
"3237","Киев",1200,"Software Engineer",4,"Java"
"3238","Киев",800,"Junior Software Engineer",0,"Java"
"3240","Киев",1000,"Senior Software Engineer",3,"C#/.NET"
"3241","Винница",800,"Software Engineer",2,"PHP"
"3242","Житомир",1200,"Software Engineer",3,"C#/.NET"
"3243","Львов",1500,"Senior Software Engineer",4,"PHP"
"3244","Житомир",2200,"Senior Software Engineer",4.5,"C#/.NET"
"3245","Киев",1112.5,"Бизнес-аналитик",3,""
"3246","Киев",690,"Системный администратор",3,""
"3247","Ровно",700,"Software Engineer",2,"C#/.NET"
"3248","Киев",875,"Дизайнер",8,""
"3249","Киев",1200,"QA engineer",1,""
"3250","Одесса",500,"Бизнес-аналитик",1.5,""
"3251","Львов",1000,"QA engineer",4.5,""
"3252","Киев",1000,"Software Engineer",2,"Flex/Flash/AIR"
"3253","Киев",812.5,"Верстальщик",4,""
"3254","Винница",2000,"Software Engineer",3,"Delphi"
"3255","Киев",1800,"QA Tech Lead",1.5,""
"3256","Симферополь",2000,"Системный администратор",5,""
"3257","Львов",2900,"Senior Software Engineer",6,"Java"
"3258","Львов",2000,"Technical Lead",5,"C#/.NET"
"3259","Киев",1900,"Technical Lead",10,"Java"
"3260","Львов",3000,"Senior Project Manager / Program Manager",6,""
"3261","Киев",907,"QA engineer",1.25,""
"3262","Одесса",1900,"Team lead",4,""
"3263","Киев",2500,"System Architect",8,"C#/.NET"
"3264","Харьков",1000,"QA engineer",2,""
"3265","Киев",1600,"QA engineer",4,""
"3266","Винница",1500,"Software Engineer",3,"Java"
"3268","Житомир",1000,"Software Engineer",3,"PHP"
"3269","Киев",2100,"Бизнес-аналитик",4.5,""
"3270","Киев",1000,"Системный администратор",2,""
"3271","Днепр.",500,"QA engineer",0.75,""
"3272","Чернигов",300,"Senior Project Manager / Program Manager",7.5,""
"3273","Киев",2500,"Software Engineer",4.5,"Ruby/Rails"
"3274","Днепр.",2500,"Senior Software Engineer",10,"C#/.NET"
"3275","Киев",2000,"Системный администратор",10,""
"3276","Киев",2100,"Project manager",2.5,""
"3277","Ужгород",2750,"Senior Software Engineer",6,"Java"
"3278","Киев",1000,"QA engineer",1.75,""
"3279","Киев",2200,"QA Tech Lead",8,""
"3280","Винница",350,"Junior Software Engineer",0,"Java"
"3281","Харьков",1100,"Senior Software Engineer",4,"PHP"
"3282","Киев",3000,"Senior Software Engineer",6,"Java"
"3283","Киев",2200,"Системный администратор",2.5,""
"3284","Киев",2400,"QA Tech Lead",10,""
"3285","Харьков",1100,"QA engineer",3,""
"3286","Винница",720,"QA engineer",5,""
"3287","Киев",1000,"QA engineer",2,""
"3288","Львов",2200,"Technical Lead",6,"C#/.NET"
"3289","Киев",2500,"QA Tech Lead",5.5,""
